,Company,Year,Quarter,OCI L4,OCI L5,Value
7,Wynward Insurance Group,2020,Q3,Derivatives designated as cash flow hedges,Changes in Unrealized Gains and Losses,0
8,Wynward Insurance Group,2020,Q3,FVOCI,Reclassification of (Gains) Losses to Net Income,0
9,Wynward Insurance Group,2020,Q3,FX Translation,Change in Unrealized Gains and Losses,0
10,Wynward Insurance Group,2020,Q3,FX Translation,Impact of Hedging,0
11,Wynward Insurance Group,2020,Q3,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",0
12,Wynward Insurance Group,2020,Q3,Other,Other,0
13,Wynward Insurance Group,2020,Q3,FVOCI,Subtotal of items that may be reclassified subsequently to Net Income,2218
14,Wynward Insurance Group,2020,Q3,Revaluation Surplus, Equities (IFRS 9),0
15,Wynward Insurance Group,2020,Q3,OCI Share from Subsidaries/Associates/JVs,Revaluation Surplus,0
16,Wynward Insurance Group,2020,Q3,DBP Remeasurements,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
17,Wynward Insurance Group,2020,Q3,Other,Remeasurements of Defined Benefit Plans,0
18,Wynward Insurance Group,2020,Q3,N/A,Other,0
19,Wynward Insurance Group,2020,Q3,N/A,Equity Holders,4869
20,Wynward Insurance Group,2020,Q3,FVOCI, Loans,218
21,Wynward Insurance Group,2020,Q3,FVOCI, Bonds and Debentures,538
22,Wynward Insurance Group,2020,Q3,FVOCI, Equities (IAS 39),367
23,Wynward Insurance Group,2020,Q3,FX Translation,Foreign Currency (Net of Hedging Activities),0
24,Wynward Insurance Group,2020,Q3,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",0
25,Wynward Insurance Group,2020,Q3,Other,Other,0
26,Wynward Insurance Group,2020,Q3,FVOCI, Equities (IFRS 9),0
27,Wynward Insurance Group,2020,Q3,Revaluation Surplus,Revaluation Surplus,0
28,Wynward Insurance Group,2020,Q3,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
29,Wynward Insurance Group,2020,Q3,DBP Remeasurements,Remeasurements of Defined Benefit Plans,0
30,Wynward Insurance Group,2020,Q3,Other,Other,0
0,Wynward Insurance Group,2019,Q1,0,Net Income,339
1,Wynward Insurance Group,2019,Q1,FVOCI, Loans,9
2,Wynward Insurance Group,2019,Q1,FVOCI, Bonds and Debentures,588
3,Wynward Insurance Group,2019,Q1,FVOCI, Equities (IAS 39),3296
4,Wynward Insurance Group,2019,Q1,FVOCI,Reclassification of (Gains) Losses to Net Income,866
5,Wynward Insurance Group,2019,Q1,Overlay Approach,Unrealized Gains and Losses,0
6,Wynward Insurance Group,2019,Q1,Overlay Approach,Reclassification of (Gains) Losses from Net Income,0
7,Wynward Insurance Group,2019,Q1,Derivatives designated as cash flow hedges,Changes in Unrealized Gains and Losses,0
8,Wynward Insurance Group,2019,Q1,FVOCI,Reclassification of (Gains) Losses to Net Income,0
9,Wynward Insurance Group,2019,Q1,FX Translation,Change in Unrealized Gains and Losses,0
10,Wynward Insurance Group,2019,Q1,FX Translation,Impact of Hedging,0
11,Wynward Insurance Group,2019,Q1,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",0
12,Wynward Insurance Group,2019,Q1,Other,Other,0
13,Wynward Insurance Group,2019,Q1,FVOCI,Subtotal of items that may be reclassified subsequently to Net Income,4759
14,Wynward Insurance Group,2019,Q1,Revaluation Surplus, Equities (IFRS 9),0
15,Wynward Insurance Group,2019,Q1,OCI Share from Subsidaries/Associates/JVs,Revaluation Surplus,0
16,Wynward Insurance Group,2019,Q1,DBP Remeasurements,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
17,Wynward Insurance Group,2019,Q1,Other,Remeasurements of Defined Benefit Plans,0
18,Wynward Insurance Group,2019,Q1,N/A,Other,0
19,Wynward Insurance Group,2019,Q1,N/A,Equity Holders,4420
20,Wynward Insurance Group,2019,Q1,FVOCI, Loans,37
21,Wynward Insurance Group,2019,Q1,FVOCI, Bonds and Debentures,515
22,Wynward Insurance Group,2019,Q1,FVOCI, Equities (IAS 39),8276
23,Wynward Insurance Group,2019,Q1,FX Translation,Foreign Currency (Net of Hedging Activities),0
24,Wynward Insurance Group,2019,Q1,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",0
25,Wynward Insurance Group,2019,Q1,Other,Other,0
26,Wynward Insurance Group,2019,Q1,FVOCI, Equities (IFRS 9),0
27,Wynward Insurance Group,2019,Q1,Revaluation Surplus,Revaluation Surplus,0
28,Wynward Insurance Group,2019,Q1,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
29,Wynward Insurance Group,2019,Q1,DBP Remeasurements,Remeasurements of Defined Benefit Plans,0
30,Wynward Insurance Group,2019,Q1,Other,Other,0
0,Wynward Insurance Group,2019,Q2,0,Net Income,1771
1,Wynward Insurance Group,2019,Q2,FVOCI, Loans,42
2,Wynward Insurance Group,2019,Q2,FVOCI, Bonds and Debentures,245
3,Wynward Insurance Group,2019,Q2,FVOCI, Equities (IAS 39),-28
4,Wynward Insurance Group,2019,Q2,FVOCI,Reclassification of (Gains) Losses to Net Income,-357
5,Wynward Insurance Group,2019,Q2,Overlay Approach,Unrealized Gains and Losses,0
6,Wynward Insurance Group,2019,Q2,Overlay Approach,Reclassification of (Gains) Losses from Net Income,0
7,Wynward Insurance Group,2019,Q2,Derivatives designated as cash flow hedges,Changes in Unrealized Gains and Losses,0
8,Wynward Insurance Group,2019,Q2,FVOCI,Reclassification of (Gains) Losses to Net Income,0
9,Wynward Insurance Group,2019,Q2,FX Translation,Change in Unrealized Gains and Losses,0
10,Wynward Insurance Group,2019,Q2,FX Translation,Impact of Hedging,0
11,Wynward Insurance Group,2019,Q2,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",0
12,Wynward Insurance Group,2019,Q2,Other,Other,0
13,Wynward Insurance Group,2019,Q2,FVOCI,Subtotal of items that may be reclassified subsequently to Net Income,-98
14,Wynward Insurance Group,2019,Q2,Revaluation Surplus, Equities (IFRS 9),0
15,Wynward Insurance Group,2019,Q2,OCI Share from Subsidaries/Associates/JVs,Revaluation Surplus,0
16,Wynward Insurance Group,2019,Q2,DBP Remeasurements,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
17,Wynward Insurance Group,2019,Q2,Other,Remeasurements of Defined Benefit Plans,0
18,Wynward Insurance Group,2019,Q2,N/A,Other,0
19,Wynward Insurance Group,2019,Q2,N/A,Equity Holders,2351
20,Wynward Insurance Group,2019,Q2,FVOCI, Loans,42
21,Wynward Insurance Group,2019,Q2,FVOCI, Bonds and Debentures,244
22,Wynward Insurance Group,2019,Q2,FVOCI, Equities (IAS 39),-384
23,Wynward Insurance Group,2019,Q2,FX Translation,Foreign Currency (Net of Hedging Activities),0
24,Wynward Insurance Group,2019,Q2,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",0
25,Wynward Insurance Group,2019,Q2,Other,Other,0
26,Wynward Insurance Group,2019,Q2,FVOCI, Equities (IFRS 9),0
27,Wynward Insurance Group,2019,Q2,Revaluation Surplus,Revaluation Surplus,0
28,Wynward Insurance Group,2019,Q2,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
29,Wynward Insurance Group,2019,Q2,DBP Remeasurements,Remeasurements of Defined Benefit Plans,0
30,Wynward Insurance Group,2019,Q2,Other,Other,0
0,Wynward Insurance Group,2019,Q3,0,Net Income,5131
1,Wynward Insurance Group,2019,Q3,FVOCI, Loans,44
2,Wynward Insurance Group,2019,Q3,FVOCI, Bonds and Debentures,438
3,Wynward Insurance Group,2019,Q3,FVOCI, Equities (IAS 39),2771
4,Wynward Insurance Group,2019,Q3,FVOCI,Reclassification of (Gains) Losses to Net Income,3430
5,Wynward Insurance Group,2019,Q3,Overlay Approach,Unrealized Gains and Losses,0
6,Wynward Insurance Group,2019,Q3,Overlay Approach,Reclassification of (Gains) Losses from Net Income,0
7,Wynward Insurance Group,2019,Q3,Derivatives designated as cash flow hedges,Changes in Unrealized Gains and Losses,0
8,Wynward Insurance Group,2019,Q3,FVOCI,Reclassification of (Gains) Losses to Net Income,0
9,Wynward Insurance Group,2019,Q3,FX Translation,Change in Unrealized Gains and Losses,0
10,Wynward Insurance Group,2019,Q3,FX Translation,Impact of Hedging,0
11,Wynward Insurance Group,2019,Q3,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",0
12,Wynward Insurance Group,2019,Q3,Other,Other,0
13,Wynward Insurance Group,2019,Q3,FVOCI,Subtotal of items that may be reclassified subsequently to Net Income,537
14,Wynward Insurance Group,2019,Q3,Revaluation Surplus, Equities (IFRS 9),0
15,Wynward Insurance Group,2019,Q3,OCI Share from Subsidaries/Associates/JVs,Revaluation Surplus,0
16,Wynward Insurance Group,2019,Q3,DBP Remeasurements,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
17,Wynward Insurance Group,2019,Q3,Other,Remeasurements of Defined Benefit Plans,0
18,Wynward Insurance Group,2019,Q3,N/A,Other,0
19,Wynward Insurance Group,2019,Q3,N/A,Equity Holders,4990
20,Wynward Insurance Group,2019,Q3,FVOCI, Loans,72
21,Wynward Insurance Group,2019,Q3,FVOCI, Bonds and Debentures,335
22,Wynward Insurance Group,2019,Q3,FVOCI, Equities (IAS 39),4199
23,Wynward Insurance Group,2019,Q3,FX Translation,Foreign Currency (Net of Hedging Activities),0
24,Wynward Insurance Group,2019,Q3,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",0
25,Wynward Insurance Group,2019,Q3,Other,Other,0
26,Wynward Insurance Group,2019,Q3,FVOCI, Equities (IFRS 9),0
27,Wynward Insurance Group,2019,Q3,Revaluation Surplus,Revaluation Surplus,0
28,Wynward Insurance Group,2019,Q3,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
29,Wynward Insurance Group,2019,Q3,DBP Remeasurements,Remeasurements of Defined Benefit Plans,0
30,Wynward Insurance Group,2019,Q3,Other,Other,0
0,Wynward Insurance Group,2019,Q4,0,Net Income,8826
1,Wynward Insurance Group,2019,Q4,FVOCI, Loans,-7
2,Wynward Insurance Group,2019,Q4,FVOCI, Bonds and Debentures,105
3,Wynward Insurance Group,2019,Q4,FVOCI, Equities (IAS 39),1029
4,Wynward Insurance Group,2019,Q4,FVOCI,Reclassification of (Gains) Losses to Net Income,4308
5,Wynward Insurance Group,2019,Q4,Overlay Approach,Unrealized Gains and Losses,0
6,Wynward Insurance Group,2019,Q4,Overlay Approach,Reclassification of (Gains) Losses from Net Income,0
7,Wynward Insurance Group,2019,Q4,Derivatives designated as cash flow hedges,Changes in Unrealized Gains and Losses,0
8,Wynward Insurance Group,2019,Q4,FVOCI,Reclassification of (Gains) Losses to Net Income,0
9,Wynward Insurance Group,2019,Q4,FX Translation,Change in Unrealized Gains and Losses,0
10,Wynward Insurance Group,2019,Q4,FX Translation,Impact of Hedging,0
11,Wynward Insurance Group,2019,Q4,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",0
12,Wynward Insurance Group,2019,Q4,Other,Other,0
13,Wynward Insurance Group,2019,Q4,FVOCI,Subtotal of items that may be reclassified subsequently to Net Income,2821
14,Wynward Insurance Group,2019,Q4,Revaluation Surplus, Equities (IFRS 9),0
15,Wynward Insurance Group,2019,Q4,OCI Share from Subsidaries/Associates/JVs,Revaluation Surplus,0
16,Wynward Insurance Group,2019,Q4,DBP Remeasurements,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
17,Wynward Insurance Group,2019,Q4,Other,Remeasurements of Defined Benefit Plans,712
18,Wynward Insurance Group,2019,Q4,N/A,Other,0
19,Wynward Insurance Group,2019,Q4,N/A,Equity Holders,4897
20,Wynward Insurance Group,2019,Q4,FVOCI, Loans,-7
21,Wynward Insurance Group,2019,Q4,FVOCI, Bonds and Debentures,102
22,Wynward Insurance Group,2019,Q4,FVOCI, Equities (IAS 39),-3990
23,Wynward Insurance Group,2019,Q4,FX Translation,Foreign Currency (Net of Hedging Activities),0
24,Wynward Insurance Group,2019,Q4,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",0
25,Wynward Insurance Group,2019,Q4,Other,Other,0
26,Wynward Insurance Group,2019,Q4,FVOCI, Equities (IFRS 9),0
27,Wynward Insurance Group,2019,Q4,Revaluation Surplus,Revaluation Surplus,0
28,Wynward Insurance Group,2019,Q4,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
29,Wynward Insurance Group,2019,Q4,DBP Remeasurements,Remeasurements of Defined Benefit Plans,0
30,Wynward Insurance Group,2019,Q4,Other,Other,0
0,Wynward Insurance Group,2018,Q1,0,Net Income,778
1,Wynward Insurance Group,2018,Q1,FVOCI, Loans,24
2,Wynward Insurance Group,2018,Q1,FVOCI, Bonds and Debentures,149
3,Wynward Insurance Group,2018,Q1,FVOCI, Equities (IAS 39),846
4,Wynward Insurance Group,2018,Q1,FVOCI,Reclassification of (Gains) Losses to Net Income,395
5,Wynward Insurance Group,2018,Q1,Overlay Approach,Unrealized Gains and Losses,0
6,Wynward Insurance Group,2018,Q1,Overlay Approach,Reclassification of (Gains) Losses from Net Income,0
7,Wynward Insurance Group,2018,Q1,Derivatives designated as cash flow hedges,Changes in Unrealized Gains and Losses,0
8,Wynward Insurance Group,2018,Q1,FVOCI,Reclassification of (Gains) Losses to Net Income,0
9,Wynward Insurance Group,2018,Q1,FX Translation,Change in Unrealized Gains and Losses,0
10,Wynward Insurance Group,2018,Q1,FX Translation,Impact of Hedging,0
11,Wynward Insurance Group,2018,Q1,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",0
12,Wynward Insurance Group,2018,Q1,Other,Other,0
13,Wynward Insurance Group,2018,Q1,FVOCI,Subtotal of items that may be reclassified subsequently to Net Income,1414
14,Wynward Insurance Group,2018,Q1,Revaluation Surplus, Equities (IFRS 9),0
15,Wynward Insurance Group,2018,Q1,OCI Share from Subsidaries/Associates/JVs,Revaluation Surplus,0
16,Wynward Insurance Group,2018,Q1,DBP Remeasurements,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
17,Wynward Insurance Group,2018,Q1,Other,Remeasurements of Defined Benefit Plans,0
18,Wynward Insurance Group,2018,Q1,N/A,Other,0
19,Wynward Insurance Group,2018,Q1,N/A,Equity Holders,636
20,Wynward Insurance Group,2018,Q1,FVOCI, Loans,23
21,Wynward Insurance Group,2018,Q1,FVOCI, Bonds and Debentures,281
22,Wynward Insurance Group,2018,Q1,FVOCI, Equities (IAS 39),10651
23,Wynward Insurance Group,2018,Q1,FX Translation,Foreign Currency (Net of Hedging Activities),0
24,Wynward Insurance Group,2018,Q1,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",0
25,Wynward Insurance Group,2018,Q1,Other,Other,0
26,Wynward Insurance Group,2018,Q1,FVOCI, Equities (IFRS 9),0
27,Wynward Insurance Group,2018,Q1,Revaluation Surplus,Revaluation Surplus,0
28,Wynward Insurance Group,2018,Q1,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
29,Wynward Insurance Group,2018,Q1,DBP Remeasurements,Remeasurements of Defined Benefit Plans,0
30,Wynward Insurance Group,2018,Q1,Other,Other,0
0,Wynward Insurance Group,2018,Q2,0,Net Income,-535
1,Wynward Insurance Group,2018,Q2,FVOCI, Loans,-1
2,Wynward Insurance Group,2018,Q2,FVOCI, Bonds and Debentures,128
3,Wynward Insurance Group,2018,Q2,FVOCI, Equities (IAS 39),-520
4,Wynward Insurance Group,2018,Q2,FVOCI,Reclassification of (Gains) Losses to Net Income,250
5,Wynward Insurance Group,2018,Q2,Overlay Approach,Unrealized Gains and Losses,0
6,Wynward Insurance Group,2018,Q2,Overlay Approach,Reclassification of (Gains) Losses from Net Income,0
7,Wynward Insurance Group,2018,Q2,Derivatives designated as cash flow hedges,Changes in Unrealized Gains and Losses,0
8,Wynward Insurance Group,2018,Q2,FVOCI,Reclassification of (Gains) Losses to Net Income,0
9,Wynward Insurance Group,2018,Q2,FX Translation,Change in Unrealized Gains and Losses,0
10,Wynward Insurance Group,2018,Q2,FX Translation,Impact of Hedging,0
11,Wynward Insurance Group,2018,Q2,OCI Share from Subsidaries/Associates/JVs,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures (may be reclassified)",0
12,Wynward Insurance Group,2018,Q2,Other,Other,0
13,Wynward Insurance Group,2018,Q2,FVOCI,Subtotal of items that may be reclassified subsequently to Net Income,-795
14,Wynward Insurance Group,2018,Q2,Revaluation Surplus, Equities (IFRS 9),0
15,Wynward Insurance Group,2018,Q2,OCI Share from Subsidaries/Associates/JVs,Revaluation Surplus,0
16,Wynward Insurance Group,2018,Q2,DBP Remeasurements,"Share of Other Comprehensive Income of Subsidiaries, Associates & Joint Ventures",0
17,Wynward Insurance Group,2018,Q2,Other,Remeasurements of Defined Benefit Plans,0
