,Company,Year,Quarter,SOI L1,SOI L2,SOI L3,Value
14,Traders General Insurance Company,2019,Q2,Investment Income,Investment Operations,Income,47
15,Traders General Insurance Company,2019,Q2,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,81
16,Traders General Insurance Company,2019,Q2,Investment Income,Investment Operations,Realized Gains (Losses),23
17,Traders General Insurance Company,2019,Q2,Investment Costs,Investment Operations,Expenses,350
18,Traders General Insurance Company,2019,Q2,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,0
19,Traders General Insurance Company,2019,Q2,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",0
20,Traders General Insurance Company,2019,Q2,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),0
21,Traders General Insurance Company,2019,Q2,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,7184
22,Traders General Insurance Company,2019,Q2,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,65
23,Traders General Insurance Company,2019,Q2,Other Revenue,Other Revenue/Expenses,Other Revenues,64
24,Traders General Insurance Company,2019,Q2,Other Costs,Other Revenue/Expenses,Finance Costs,0
25,Traders General Insurance Company,2019,Q2,Other Costs,Other Revenue/Expenses,Other Expenses,1855
26,Traders General Insurance Company,2019,Q2,Tax,Tax,Current,-2770
27,Traders General Insurance Company,2019,Q2,Tax,Tax,Deferred,121
28,Traders General Insurance Company,2019,Q2,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,Traders General Insurance Company,2019,Q2,Equity Holders,Equity Breakdown,Equity Holders,1025
0,Traders General Insurance Company,2019,Q3,Revenue,Premiums Written,Direct,243107
1,Traders General Insurance Company,2019,Q3,Revenue,Premiums Written,Reinsurance Assumed,64666
2,Traders General Insurance Company,2019,Q3,Cost,Premiums Written,Reinsurance Ceded,255857
3,Traders General Insurance Company,2019,Q3,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,75589
4,Traders General Insurance Company,2019,Q3,Revenue,Net Premiums Earned,Service Charges ,0
5,Traders General Insurance Company,2019,Q3,Revenue,Net Premiums Earned,Other ,0
6,Traders General Insurance Company,2019,Q3,Cost,Gross Claims,Gross Claims and Adjustment Expenses,157392
7,Traders General Insurance Company,2019,Q3,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,166215
8,Traders General Insurance Company,2019,Q3,Cost,Acquisition Expenses,Gross Commissions,58703
9,Traders General Insurance Company,2019,Q3,Revenue,Acquisition Expenses,Ceded Commissions,16729
10,Traders General Insurance Company,2019,Q3,Cost,Acquisition Expenses,Taxes,9247
11,Traders General Insurance Company,2019,Q3,Cost,Acquisition Expenses,Other ,0
12,Traders General Insurance Company,2019,Q3,Cost,General Expenses,General Expenses ,18643
13,Traders General Insurance Company,2019,Q3,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,Traders General Insurance Company,2019,Q3,Investment Income,Investment Operations,Income,93
15,Traders General Insurance Company,2019,Q3,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,630
16,Traders General Insurance Company,2019,Q3,Investment Income,Investment Operations,Realized Gains (Losses),897
17,Traders General Insurance Company,2019,Q3,Investment Costs,Investment Operations,Expenses,711
18,Traders General Insurance Company,2019,Q3,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,0
19,Traders General Insurance Company,2019,Q3,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",0
20,Traders General Insurance Company,2019,Q3,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),0
21,Traders General Insurance Company,2019,Q3,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,15608
22,Traders General Insurance Company,2019,Q3,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,242
23,Traders General Insurance Company,2019,Q3,Other Revenue,Other Revenue/Expenses,Other Revenues,108
24,Traders General Insurance Company,2019,Q3,Other Costs,Other Revenue/Expenses,Finance Costs,0
25,Traders General Insurance Company,2019,Q3,Other Costs,Other Revenue/Expenses,Other Expenses,4287
26,Traders General Insurance Company,2019,Q3,Tax,Tax,Current,3471
27,Traders General Insurance Company,2019,Q3,Tax,Tax,Deferred,1635
28,Traders General Insurance Company,2019,Q3,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,Traders General Insurance Company,2019,Q3,Equity Holders,Equity Breakdown,Equity Holders,6040
0,Traders General Insurance Company,2019,Q4,Revenue,Premiums Written,Direct,260201
1,Traders General Insurance Company,2019,Q4,Revenue,Premiums Written,Reinsurance Assumed,4221
2,Traders General Insurance Company,2019,Q4,Cost,Premiums Written,Reinsurance Ceded,139681
3,Traders General Insurance Company,2019,Q4,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,-22849
4,Traders General Insurance Company,2019,Q4,Revenue,Net Premiums Earned,Service Charges ,0
5,Traders General Insurance Company,2019,Q4,Revenue,Net Premiums Earned,Other ,0
6,Traders General Insurance Company,2019,Q4,Cost,Gross Claims,Gross Claims and Adjustment Expenses,205561
7,Traders General Insurance Company,2019,Q4,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,92784
8,Traders General Insurance Company,2019,Q4,Cost,Acquisition Expenses,Gross Commissions,60357
9,Traders General Insurance Company,2019,Q4,Revenue,Acquisition Expenses,Ceded Commissions,25866
10,Traders General Insurance Company,2019,Q4,Cost,Acquisition Expenses,Taxes,6812
11,Traders General Insurance Company,2019,Q4,Cost,Acquisition Expenses,Other ,0
12,Traders General Insurance Company,2019,Q4,Cost,General Expenses,General Expenses ,20168
13,Traders General Insurance Company,2019,Q4,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,Traders General Insurance Company,2019,Q4,Investment Income,Investment Operations,Income,93
15,Traders General Insurance Company,2019,Q4,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,1126
16,Traders General Insurance Company,2019,Q4,Investment Income,Investment Operations,Realized Gains (Losses),1516
17,Traders General Insurance Company,2019,Q4,Investment Costs,Investment Operations,Expenses,708
18,Traders General Insurance Company,2019,Q4,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,0
19,Traders General Insurance Company,2019,Q4,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",0
20,Traders General Insurance Company,2019,Q4,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),0
21,Traders General Insurance Company,2019,Q4,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,11857
22,Traders General Insurance Company,2019,Q4,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,63
23,Traders General Insurance Company,2019,Q4,Other Revenue,Other Revenue/Expenses,Other Revenues,115
24,Traders General Insurance Company,2019,Q4,Other Costs,Other Revenue/Expenses,Finance Costs,0
25,Traders General Insurance Company,2019,Q4,Other Costs,Other Revenue/Expenses,Other Expenses,2901
26,Traders General Insurance Company,2019,Q4,Tax,Tax,Current,-1964
27,Traders General Insurance Company,2019,Q4,Tax,Tax,Deferred,481
28,Traders General Insurance Company,2019,Q4,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,Traders General Insurance Company,2019,Q4,Equity Holders,Equity Breakdown,Equity Holders,4674
0,Traders General Insurance Company,2018,Q1,Revenue,Premiums Written,Direct,121408
1,Traders General Insurance Company,2018,Q1,Revenue,Premiums Written,Reinsurance Assumed,33916
2,Traders General Insurance Company,2018,Q1,Cost,Premiums Written,Reinsurance Ceded,58080
3,Traders General Insurance Company,2018,Q1,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,20071
4,Traders General Insurance Company,2018,Q1,Revenue,Net Premiums Earned,Service Charges ,0
5,Traders General Insurance Company,2018,Q1,Revenue,Net Premiums Earned,Other ,0
6,Traders General Insurance Company,2018,Q1,Cost,Gross Claims,Gross Claims and Adjustment Expenses,114300
7,Traders General Insurance Company,2018,Q1,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,27087
8,Traders General Insurance Company,2018,Q1,Cost,Acquisition Expenses,Gross Commissions,30534
9,Traders General Insurance Company,2018,Q1,Revenue,Acquisition Expenses,Ceded Commissions,9974
10,Traders General Insurance Company,2018,Q1,Cost,Acquisition Expenses,Taxes,4581
11,Traders General Insurance Company,2018,Q1,Cost,Acquisition Expenses,Other ,0
12,Traders General Insurance Company,2018,Q1,Cost,General Expenses,General Expenses ,12372
13,Traders General Insurance Company,2018,Q1,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,Traders General Insurance Company,2018,Q1,Investment Income,Investment Operations,Income,36
15,Traders General Insurance Company,2018,Q1,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,959
16,Traders General Insurance Company,2018,Q1,Investment Income,Investment Operations,Realized Gains (Losses),1443
17,Traders General Insurance Company,2018,Q1,Investment Costs,Investment Operations,Expenses,355
18,Traders General Insurance Company,2018,Q1,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,0
19,Traders General Insurance Company,2018,Q1,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",0
20,Traders General Insurance Company,2018,Q1,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),0
21,Traders General Insurance Company,2018,Q1,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,1588
22,Traders General Insurance Company,2018,Q1,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,209
23,Traders General Insurance Company,2018,Q1,Other Revenue,Other Revenue/Expenses,Other Revenues,41
24,Traders General Insurance Company,2018,Q1,Other Costs,Other Revenue/Expenses,Finance Costs,0
25,Traders General Insurance Company,2018,Q1,Other Costs,Other Revenue/Expenses,Other Expenses,102
26,Traders General Insurance Company,2018,Q1,Tax,Tax,Current,1454
27,Traders General Insurance Company,2018,Q1,Tax,Tax,Deferred,131
28,Traders General Insurance Company,2018,Q1,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,Traders General Insurance Company,2018,Q1,Equity Holders,Equity Breakdown,Equity Holders,3925
0,Traders General Insurance Company,2018,Q2,Revenue,Premiums Written,Direct,147821
1,Traders General Insurance Company,2018,Q2,Revenue,Premiums Written,Reinsurance Assumed,51711
2,Traders General Insurance Company,2018,Q2,Cost,Premiums Written,Reinsurance Ceded,55221
3,Traders General Insurance Company,2018,Q2,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,-14256
4,Traders General Insurance Company,2018,Q2,Revenue,Net Premiums Earned,Service Charges ,0
5,Traders General Insurance Company,2018,Q2,Revenue,Net Premiums Earned,Other ,0
6,Traders General Insurance Company,2018,Q2,Cost,Gross Claims,Gross Claims and Adjustment Expenses,127495
7,Traders General Insurance Company,2018,Q2,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,39316
8,Traders General Insurance Company,2018,Q2,Cost,Acquisition Expenses,Gross Commissions,27806
9,Traders General Insurance Company,2018,Q2,Revenue,Acquisition Expenses,Ceded Commissions,7687
10,Traders General Insurance Company,2018,Q2,Cost,Acquisition Expenses,Taxes,4599
11,Traders General Insurance Company,2018,Q2,Cost,Acquisition Expenses,Other ,0
12,Traders General Insurance Company,2018,Q2,Cost,General Expenses,General Expenses ,12022
13,Traders General Insurance Company,2018,Q2,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,Traders General Insurance Company,2018,Q2,Investment Income,Investment Operations,Income,47
15,Traders General Insurance Company,2018,Q2,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,-346
16,Traders General Insurance Company,2018,Q2,Investment Income,Investment Operations,Realized Gains (Losses),-82
17,Traders General Insurance Company,2018,Q2,Investment Costs,Investment Operations,Expenses,351
18,Traders General Insurance Company,2018,Q2,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,0
19,Traders General Insurance Company,2018,Q2,Other Revenue,Other Revenue/Expenses,"Share of Net Income (Loss) of Subsidiaries, Associates & Joint Ventures",0
20,Traders General Insurance Company,2018,Q2,Other Revenue,Other Revenue/Expenses,Overlay approach adjustment for financial instruments (Reclass from P&L to OCI),0
21,Traders General Insurance Company,2018,Q2,Other Revenue,Other Revenue/Expenses,Share of Net Income (Loss) of Pooled Funds using Equity Method,3726
22,Traders General Insurance Company,2018,Q2,Other Revenue,Other Revenue/Expenses,Gains (Losses) from Fluctuations in Foreign Exchange Rates ,254
23,Traders General Insurance Company,2018,Q2,Other Revenue,Other Revenue/Expenses,Other Revenues,53
24,Traders General Insurance Company,2018,Q2,Other Costs,Other Revenue/Expenses,Finance Costs,0
25,Traders General Insurance Company,2018,Q2,Other Costs,Other Revenue/Expenses,Other Expenses,104
26,Traders General Insurance Company,2018,Q2,Tax,Tax,Current,636
27,Traders General Insurance Company,2018,Q2,Tax,Tax,Deferred,194
28,Traders General Insurance Company,2018,Q2,Non-controlling Interest,Equity Breakdown,Noncontrolling Interests,0
29,Traders General Insurance Company,2018,Q2,Equity Holders,Equity Breakdown,Equity Holders,1775
0,Traders General Insurance Company,2018,Q3,Revenue,Premiums Written,Direct,250956
1,Traders General Insurance Company,2018,Q3,Revenue,Premiums Written,Reinsurance Assumed,72517
2,Traders General Insurance Company,2018,Q3,Cost,Premiums Written,Reinsurance Ceded,105219
3,Traders General Insurance Company,2018,Q3,Revenue,Net Premiums Written,Decrease (Increase) in Unearned Premiums,20816
4,Traders General Insurance Company,2018,Q3,Revenue,Net Premiums Earned,Service Charges ,0
5,Traders General Insurance Company,2018,Q3,Revenue,Net Premiums Earned,Other ,0
6,Traders General Insurance Company,2018,Q3,Cost,Gross Claims,Gross Claims and Adjustment Expenses,223370
7,Traders General Insurance Company,2018,Q3,Revenue,Reinsurers' Share of Claims,Reinsurers' Share of Claims and Adjustment Expenses,54104
8,Traders General Insurance Company,2018,Q3,Cost,Acquisition Expenses,Gross Commissions,58194
9,Traders General Insurance Company,2018,Q3,Revenue,Acquisition Expenses,Ceded Commissions,17028
10,Traders General Insurance Company,2018,Q3,Cost,Acquisition Expenses,Taxes,9268
11,Traders General Insurance Company,2018,Q3,Cost,Acquisition Expenses,Other ,0
12,Traders General Insurance Company,2018,Q3,Cost,General Expenses,General Expenses ,24485
13,Traders General Insurance Company,2018,Q3,Cost,Premium Deficiency Adjustments,Premium Deficiency Adjustments ,0
14,Traders General Insurance Company,2018,Q3,Investment Income,Investment Operations,Income,93
15,Traders General Insurance Company,2018,Q3,Investment Income,Investment Operations,Gains (Losses) from FVO or FVTPL,959
16,Traders General Insurance Company,2018,Q3,Investment Income,Investment Operations,Realized Gains (Losses),1424
17,Traders General Insurance Company,2018,Q3,Investment Costs,Investment Operations,Expenses,693
18,Traders General Insurance Company,2018,Q3,Other Revenue,Other Revenue/Expenses,Income (Loss) from Ancillary Operations net of Expenses ,0
