,Company,Year,Quarter,Assets L1,Assets L2,Value
13,TD Home and Auto Insurance Company,2019,Q3,Receivables,Other Insurers,301
14,TD Home and Auto Insurance Company,2019,Q3,Receivables,"Facility Association and the ""P.R.R."" ","12,442"
15,TD Home and Auto Insurance Company,2019,Q3,Receivables,"Subsidiaries, Associates & Joint Ventures","12,706"
16,TD Home and Auto Insurance Company,2019,Q3,Receivables,Other Receivables,171
17,TD Home and Auto Insurance Company,2019,Q3,Receivables from Reinsurers,Unearned Premiums,"4,386"
18,TD Home and Auto Insurance Company,2019,Q3,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"348,885"
19,TD Home and Auto Insurance Company,2019,Q3,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
20,TD Home and Auto Insurance Company,2019,Q3,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
21,TD Home and Auto Insurance Company,2019,Q3,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,TD Home and Auto Insurance Company,2019,Q3,Property and Equipment,Property and Equipment,0
23,TD Home and Auto Insurance Company,2019,Q3,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"2,552"
24,TD Home and Auto Insurance Company,2019,Q3,Current Tax Assets,Current Tax Assets,"4,386"
25,TD Home and Auto Insurance Company,2019,Q3,Deferred Tax Assets,Deferred Tax Assets,"2,743"
26,TD Home and Auto Insurance Company,2019,Q3,Goodwill,Goodwill,0
27,TD Home and Auto Insurance Company,2019,Q3,Intangible Assets,Intangible Assets,0
28,TD Home and Auto Insurance Company,2019,Q3,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,TD Home and Auto Insurance Company,2019,Q3,Other Assets ,Other Assets ,"2,205"
0,TD Home and Auto Insurance Company,2019,Q2,Cash and Cash Equivalents,Cash and Cash Equivalents,"2,403"
1,TD Home and Auto Insurance Company,2019,Q2,Investment Income Due and Accrued,Investment Income Due and Accrued,"2,535"
2,TD Home and Auto Insurance Company,2019,Q2,Assets held for sale,Assets held for sale,0
3,TD Home and Auto Insurance Company,2019,Q2,Investments,Short Term Investments,"13,076"
4,TD Home and Auto Insurance Company,2019,Q2,Investments,Bonds and Debentures,"401,801"
5,TD Home and Auto Insurance Company,2019,Q2,Investments,Mortgage Loans,0
6,TD Home and Auto Insurance Company,2019,Q2,Investments,Preferred Shares,0
7,TD Home and Auto Insurance Company,2019,Q2,Investments,Common Shares,0
8,TD Home and Auto Insurance Company,2019,Q2,Investments,Investment Properties,0
9,TD Home and Auto Insurance Company,2019,Q2,Investments,Other Loans and Invested Assets,497
10,TD Home and Auto Insurance Company,2019,Q2,Receivables,Unaffiliated Agents and Brokers,0
11,TD Home and Auto Insurance Company,2019,Q2,Receivables,Policyholders,"2,375"
12,TD Home and Auto Insurance Company,2019,Q2,Receivables,Instalment Premiums,"6,199"
13,TD Home and Auto Insurance Company,2019,Q2,Receivables,Other Insurers,241
14,TD Home and Auto Insurance Company,2019,Q2,Receivables,"Facility Association and the ""P.R.R."" ","12,897"
15,TD Home and Auto Insurance Company,2019,Q2,Receivables,"Subsidiaries, Associates & Joint Ventures","8,073"
16,TD Home and Auto Insurance Company,2019,Q2,Receivables,Other Receivables,240
17,TD Home and Auto Insurance Company,2019,Q2,Receivables from Reinsurers,Unearned Premiums,"4,366"
18,TD Home and Auto Insurance Company,2019,Q2,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"362,608"
19,TD Home and Auto Insurance Company,2019,Q2,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
20,TD Home and Auto Insurance Company,2019,Q2,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
21,TD Home and Auto Insurance Company,2019,Q2,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,TD Home and Auto Insurance Company,2019,Q2,Property and Equipment,Property and Equipment,0
23,TD Home and Auto Insurance Company,2019,Q2,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"2,297"
24,TD Home and Auto Insurance Company,2019,Q2,Current Tax Assets,Current Tax Assets,"1,133"
25,TD Home and Auto Insurance Company,2019,Q2,Deferred Tax Assets,Deferred Tax Assets,"3,035"
26,TD Home and Auto Insurance Company,2019,Q2,Goodwill,Goodwill,0
27,TD Home and Auto Insurance Company,2019,Q2,Intangible Assets,Intangible Assets,0
28,TD Home and Auto Insurance Company,2019,Q2,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,TD Home and Auto Insurance Company,2019,Q2,Other Assets ,Other Assets ,"3,375"
0,TD Home and Auto Insurance Company,2019,Q1,Cash and Cash Equivalents,Cash and Cash Equivalents,452
1,TD Home and Auto Insurance Company,2019,Q1,Investment Income Due and Accrued,Investment Income Due and Accrued,"1,950"
2,TD Home and Auto Insurance Company,2019,Q1,Assets held for sale,Assets held for sale,0
3,TD Home and Auto Insurance Company,2019,Q1,Investments,Short Term Investments,"35,453"
4,TD Home and Auto Insurance Company,2019,Q1,Investments,Bonds and Debentures,"393,466"
5,TD Home and Auto Insurance Company,2019,Q1,Investments,Mortgage Loans,0
6,TD Home and Auto Insurance Company,2019,Q1,Investments,Preferred Shares,0
7,TD Home and Auto Insurance Company,2019,Q1,Investments,Common Shares,0
8,TD Home and Auto Insurance Company,2019,Q1,Investments,Investment Properties,0
9,TD Home and Auto Insurance Company,2019,Q1,Investments,Other Loans and Invested Assets,"1,080"
10,TD Home and Auto Insurance Company,2019,Q1,Receivables,Unaffiliated Agents and Brokers,0
11,TD Home and Auto Insurance Company,2019,Q1,Receivables,Policyholders,"2,383"
12,TD Home and Auto Insurance Company,2019,Q1,Receivables,Instalment Premiums,"6,777"
13,TD Home and Auto Insurance Company,2019,Q1,Receivables,Other Insurers,388
14,TD Home and Auto Insurance Company,2019,Q1,Receivables,"Facility Association and the ""P.R.R."" ","13,425"
15,TD Home and Auto Insurance Company,2019,Q1,Receivables,"Subsidiaries, Associates & Joint Ventures","3,231"
16,TD Home and Auto Insurance Company,2019,Q1,Receivables,Other Receivables,262
17,TD Home and Auto Insurance Company,2019,Q1,Receivables from Reinsurers,Unearned Premiums,"4,834"
18,TD Home and Auto Insurance Company,2019,Q1,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"380,909"
19,TD Home and Auto Insurance Company,2019,Q1,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
20,TD Home and Auto Insurance Company,2019,Q1,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
21,TD Home and Auto Insurance Company,2019,Q1,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,TD Home and Auto Insurance Company,2019,Q1,Property and Equipment,Property and Equipment,1
23,TD Home and Auto Insurance Company,2019,Q1,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"2,335"
24,TD Home and Auto Insurance Company,2019,Q1,Current Tax Assets,Current Tax Assets,347
25,TD Home and Auto Insurance Company,2019,Q1,Deferred Tax Assets,Deferred Tax Assets,"3,068"
26,TD Home and Auto Insurance Company,2019,Q1,Goodwill,Goodwill,0
27,TD Home and Auto Insurance Company,2019,Q1,Intangible Assets,Intangible Assets,0
28,TD Home and Auto Insurance Company,2019,Q1,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,TD Home and Auto Insurance Company,2019,Q1,Other Assets ,Other Assets ,"2,356"
0,TD Home and Auto Insurance Company,2018,Q4,Cash and Cash Equivalents,Cash and Cash Equivalents,"1,966"
1,TD Home and Auto Insurance Company,2018,Q4,Investment Income Due and Accrued,Investment Income Due and Accrued,"2,678"
2,TD Home and Auto Insurance Company,2018,Q4,Assets held for sale,Assets held for sale,0
3,TD Home and Auto Insurance Company,2018,Q4,Investments,Short Term Investments,"12,443"
4,TD Home and Auto Insurance Company,2018,Q4,Investments,Bonds and Debentures,"419,326"
5,TD Home and Auto Insurance Company,2018,Q4,Investments,Mortgage Loans,0
6,TD Home and Auto Insurance Company,2018,Q4,Investments,Preferred Shares,0
7,TD Home and Auto Insurance Company,2018,Q4,Investments,Common Shares,0
8,TD Home and Auto Insurance Company,2018,Q4,Investments,Investment Properties,0
9,TD Home and Auto Insurance Company,2018,Q4,Investments,Other Loans and Invested Assets,"1,938"
10,TD Home and Auto Insurance Company,2018,Q4,Receivables,Unaffiliated Agents and Brokers,0
11,TD Home and Auto Insurance Company,2018,Q4,Receivables,Policyholders,"2,349"
12,TD Home and Auto Insurance Company,2018,Q4,Receivables,Instalment Premiums,"7,916"
13,TD Home and Auto Insurance Company,2018,Q4,Receivables,Other Insurers,305
14,TD Home and Auto Insurance Company,2018,Q4,Receivables,"Facility Association and the ""P.R.R."" ","13,436"
15,TD Home and Auto Insurance Company,2018,Q4,Receivables,"Subsidiaries, Associates & Joint Ventures","3,496"
16,TD Home and Auto Insurance Company,2018,Q4,Receivables,Other Receivables,46
17,TD Home and Auto Insurance Company,2018,Q4,Receivables from Reinsurers,Unearned Premiums,"4,358"
18,TD Home and Auto Insurance Company,2018,Q4,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"400,618"
19,TD Home and Auto Insurance Company,2018,Q4,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
20,TD Home and Auto Insurance Company,2018,Q4,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
21,TD Home and Auto Insurance Company,2018,Q4,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,TD Home and Auto Insurance Company,2018,Q4,Property and Equipment,Property and Equipment,1
23,TD Home and Auto Insurance Company,2018,Q4,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"2,510"
24,TD Home and Auto Insurance Company,2018,Q4,Current Tax Assets,Current Tax Assets,235
25,TD Home and Auto Insurance Company,2018,Q4,Deferred Tax Assets,Deferred Tax Assets,"3,471"
26,TD Home and Auto Insurance Company,2018,Q4,Goodwill,Goodwill,0
27,TD Home and Auto Insurance Company,2018,Q4,Intangible Assets,Intangible Assets,0
28,TD Home and Auto Insurance Company,2018,Q4,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,TD Home and Auto Insurance Company,2018,Q4,Other Assets ,Other Assets ,"3,742"
0,TD Home and Auto Insurance Company,2018,Q3,Cash and Cash Equivalents,Cash and Cash Equivalents,"1,501"
1,TD Home and Auto Insurance Company,2018,Q3,Investment Income Due and Accrued,Investment Income Due and Accrued,"2,204"
2,TD Home and Auto Insurance Company,2018,Q3,Assets held for sale,Assets held for sale,0
3,TD Home and Auto Insurance Company,2018,Q3,Investments,Short Term Investments,"13,023"
4,TD Home and Auto Insurance Company,2018,Q3,Investments,Bonds and Debentures,"503,151"
5,TD Home and Auto Insurance Company,2018,Q3,Investments,Mortgage Loans,0
6,TD Home and Auto Insurance Company,2018,Q3,Investments,Preferred Shares,0
7,TD Home and Auto Insurance Company,2018,Q3,Investments,Common Shares,0
8,TD Home and Auto Insurance Company,2018,Q3,Investments,Investment Properties,0
9,TD Home and Auto Insurance Company,2018,Q3,Investments,Other Loans and Invested Assets,"1,596"
10,TD Home and Auto Insurance Company,2018,Q3,Receivables,Unaffiliated Agents and Brokers,0
11,TD Home and Auto Insurance Company,2018,Q3,Receivables,Policyholders,"2,399"
12,TD Home and Auto Insurance Company,2018,Q3,Receivables,Instalment Premiums,"7,689"
13,TD Home and Auto Insurance Company,2018,Q3,Receivables,Other Insurers,321
14,TD Home and Auto Insurance Company,2018,Q3,Receivables,"Facility Association and the ""P.R.R."" ","13,277"
15,TD Home and Auto Insurance Company,2018,Q3,Receivables,"Subsidiaries, Associates & Joint Ventures","2,826"
16,TD Home and Auto Insurance Company,2018,Q3,Receivables,Other Receivables,38
17,TD Home and Auto Insurance Company,2018,Q3,Receivables from Reinsurers,Unearned Premiums,"4,670"
18,TD Home and Auto Insurance Company,2018,Q3,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"423,538"
19,TD Home and Auto Insurance Company,2018,Q3,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
20,TD Home and Auto Insurance Company,2018,Q3,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
21,TD Home and Auto Insurance Company,2018,Q3,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,TD Home and Auto Insurance Company,2018,Q3,Property and Equipment,Property and Equipment,2
23,TD Home and Auto Insurance Company,2018,Q3,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"2,435"
24,TD Home and Auto Insurance Company,2018,Q3,Current Tax Assets,Current Tax Assets,"2,803"
25,TD Home and Auto Insurance Company,2018,Q3,Deferred Tax Assets,Deferred Tax Assets,"3,910"
26,TD Home and Auto Insurance Company,2018,Q3,Goodwill,Goodwill,0
27,TD Home and Auto Insurance Company,2018,Q3,Intangible Assets,Intangible Assets,0
28,TD Home and Auto Insurance Company,2018,Q3,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
29,TD Home and Auto Insurance Company,2018,Q3,Other Assets ,Other Assets ,"2,794"
0,TD Home and Auto Insurance Company,2018,Q2,Cash and Cash Equivalents,Cash and Cash Equivalents,"3,196"
1,TD Home and Auto Insurance Company,2018,Q2,Investment Income Due and Accrued,Investment Income Due and Accrued,"3,072"
2,TD Home and Auto Insurance Company,2018,Q2,Assets held for sale,Assets held for sale,0
3,TD Home and Auto Insurance Company,2018,Q2,Investments,Short Term Investments,"8,593"
4,TD Home and Auto Insurance Company,2018,Q2,Investments,Bonds and Debentures,"508,207"
5,TD Home and Auto Insurance Company,2018,Q2,Investments,Mortgage Loans,0
6,TD Home and Auto Insurance Company,2018,Q2,Investments,Preferred Shares,0
7,TD Home and Auto Insurance Company,2018,Q2,Investments,Common Shares,0
8,TD Home and Auto Insurance Company,2018,Q2,Investments,Investment Properties,0
9,TD Home and Auto Insurance Company,2018,Q2,Investments,Other Loans and Invested Assets,"1,802"
10,TD Home and Auto Insurance Company,2018,Q2,Receivables,Unaffiliated Agents and Brokers,0
11,TD Home and Auto Insurance Company,2018,Q2,Receivables,Policyholders,"2,364"
12,TD Home and Auto Insurance Company,2018,Q2,Receivables,Instalment Premiums,"6,629"
13,TD Home and Auto Insurance Company,2018,Q2,Receivables,Other Insurers,275
14,TD Home and Auto Insurance Company,2018,Q2,Receivables,"Facility Association and the ""P.R.R."" ","13,954"
15,TD Home and Auto Insurance Company,2018,Q2,Receivables,"Subsidiaries, Associates & Joint Ventures","3,090"
16,TD Home and Auto Insurance Company,2018,Q2,Receivables,Other Receivables,39
17,TD Home and Auto Insurance Company,2018,Q2,Receivables from Reinsurers,Unearned Premiums,"4,784"
18,TD Home and Auto Insurance Company,2018,Q2,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,"455,288"
19,TD Home and Auto Insurance Company,2018,Q2,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
20,TD Home and Auto Insurance Company,2018,Q2,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
21,TD Home and Auto Insurance Company,2018,Q2,Investments Accounted for Using the Equity Method,Pooled Funds,0
22,TD Home and Auto Insurance Company,2018,Q2,Property and Equipment,Property and Equipment,71
23,TD Home and Auto Insurance Company,2018,Q2,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,"2,353"
24,TD Home and Auto Insurance Company,2018,Q2,Current Tax Assets,Current Tax Assets,"3,621"
25,TD Home and Auto Insurance Company,2018,Q2,Deferred Tax Assets,Deferred Tax Assets,"4,517"
26,TD Home and Auto Insurance Company,2018,Q2,Goodwill,Goodwill,0
27,TD Home and Auto Insurance Company,2018,Q2,Intangible Assets,Intangible Assets,0
28,TD Home and Auto Insurance Company,2018,Q2,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
