Company,Year,Quarter,Assets L1,Assets L2,Value
Western Assurance Company,2017,Q4,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,218021
Western Assurance Company,2017,Q4,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
Western Assurance Company,2017,Q4,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
Western Assurance Company,2017,Q4,Investments Accounted for Using the Equity Method,Pooled Funds,0
Western Assurance Company,2017,Q4,Property and Equipment,Property and Equipment,2966
Western Assurance Company,2017,Q4,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,40648
Western Assurance Company,2017,Q4,Current Tax Assets,Current Tax Assets,0
Western Assurance Company,2017,Q4,Deferred Tax Assets,Deferred Tax Assets,8019
Western Assurance Company,2017,Q4,Goodwill,Goodwill,0
Western Assurance Company,2017,Q4,Intangible Assets,Intangible Assets,19356
Western Assurance Company,2017,Q4,Defined Benefit Pension Plan,Defined Benefit Pension Plan,2955
Western Assurance Company,2017,Q4,Other Assets ,Other Assets ,0
Western Assurance Company,2017,Q3,Cash and Cash Equivalents,Cash and Cash Equivalents,25088
Western Assurance Company,2017,Q3,Investment Income Due and Accrued,Investment Income Due and Accrued,2971
Western Assurance Company,2017,Q3,Assets held for sale,Assets held for sale,0
Western Assurance Company,2017,Q3,Investments,Short Term Investments,0
Western Assurance Company,2017,Q3,Investments,Bonds and Debentures,434992
Western Assurance Company,2017,Q3,Investments,Mortgage Loans,0
Western Assurance Company,2017,Q3,Investments,Preferred Shares,37037
Western Assurance Company,2017,Q3,Investments,Common Shares,0
Western Assurance Company,2017,Q3,Investments,Investment Properties,0
Western Assurance Company,2017,Q3,Investments,Other Loans and Invested Assets,0
Western Assurance Company,2017,Q3,Receivables,Unaffiliated Agents and Brokers,24565
Western Assurance Company,2017,Q3,Receivables,Policyholders,2610
Western Assurance Company,2017,Q3,Receivables,Instalment Premiums,35132
Western Assurance Company,2017,Q3,Receivables,Other Insurers,0
Western Assurance Company,2017,Q3,Receivables,"Facility Association and the ""P.R.R."" ",0
Western Assurance Company,2017,Q3,Receivables,"Subsidiaries, Associates & Joint Ventures",0
Western Assurance Company,2017,Q3,Receivables,Other Receivables,1580
Western Assurance Company,2017,Q3,Receivables from Reinsurers,Unearned Premiums,83311
Western Assurance Company,2017,Q3,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,222832
Western Assurance Company,2017,Q3,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
Western Assurance Company,2017,Q3,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
Western Assurance Company,2017,Q3,Investments Accounted for Using the Equity Method,Pooled Funds,0
Western Assurance Company,2017,Q3,Property and Equipment,Property and Equipment,2932
Western Assurance Company,2017,Q3,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,40331
Western Assurance Company,2017,Q3,Current Tax Assets,Current Tax Assets,0
Western Assurance Company,2017,Q3,Deferred Tax Assets,Deferred Tax Assets,8532
Western Assurance Company,2017,Q3,Goodwill,Goodwill,0
Western Assurance Company,2017,Q3,Intangible Assets,Intangible Assets,16816
Western Assurance Company,2017,Q3,Defined Benefit Pension Plan,Defined Benefit Pension Plan,1454
Western Assurance Company,2017,Q3,Other Assets ,Other Assets ,0
Western Assurance Company,2017,Q2,Cash and Cash Equivalents,Cash and Cash Equivalents,38014
Western Assurance Company,2017,Q2,Investment Income Due and Accrued,Investment Income Due and Accrued,1712
Western Assurance Company,2017,Q2,Assets held for sale,Assets held for sale,0
Western Assurance Company,2017,Q2,Investments,Short Term Investments,0
Western Assurance Company,2017,Q2,Investments,Bonds and Debentures,424465
Western Assurance Company,2017,Q2,Investments,Mortgage Loans,0
Western Assurance Company,2017,Q2,Investments,Preferred Shares,36673
Western Assurance Company,2017,Q2,Investments,Common Shares,0
Western Assurance Company,2017,Q2,Investments,Investment Properties,0
Western Assurance Company,2017,Q2,Investments,Other Loans and Invested Assets,0
Western Assurance Company,2017,Q2,Receivables,Unaffiliated Agents and Brokers,31375
Western Assurance Company,2017,Q2,Receivables,Policyholders,2780
Western Assurance Company,2017,Q2,Receivables,Instalment Premiums,34400
Western Assurance Company,2017,Q2,Receivables,Other Insurers,0
Western Assurance Company,2017,Q2,Receivables,"Facility Association and the ""P.R.R."" ",93
Western Assurance Company,2017,Q2,Receivables,"Subsidiaries, Associates & Joint Ventures",0
Western Assurance Company,2017,Q2,Receivables,Other Receivables,1640
Western Assurance Company,2017,Q2,Receivables from Reinsurers,Unearned Premiums,79505
Western Assurance Company,2017,Q2,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,218525
Western Assurance Company,2017,Q2,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
Western Assurance Company,2017,Q2,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
Western Assurance Company,2017,Q2,Investments Accounted for Using the Equity Method,Pooled Funds,0
Western Assurance Company,2017,Q2,Property and Equipment,Property and Equipment,3050
Western Assurance Company,2017,Q2,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,38875
Western Assurance Company,2017,Q2,Current Tax Assets,Current Tax Assets,3207
Western Assurance Company,2017,Q2,Deferred Tax Assets,Deferred Tax Assets,9611
Western Assurance Company,2017,Q2,Goodwill,Goodwill,0
Western Assurance Company,2017,Q2,Intangible Assets,Intangible Assets,13646
Western Assurance Company,2017,Q2,Defined Benefit Pension Plan,Defined Benefit Pension Plan,373
Western Assurance Company,2017,Q2,Other Assets ,Other Assets ,0
Western Assurance Company,2017,Q1,Cash and Cash Equivalents,Cash and Cash Equivalents,48358
Western Assurance Company,2017,Q1,Investment Income Due and Accrued,Investment Income Due and Accrued,3071
Western Assurance Company,2017,Q1,Assets held for sale,Assets held for sale,0
Western Assurance Company,2017,Q1,Investments,Short Term Investments,0
Western Assurance Company,2017,Q1,Investments,Bonds and Debentures,415035
Western Assurance Company,2017,Q1,Investments,Mortgage Loans,0
Western Assurance Company,2017,Q1,Investments,Preferred Shares,34910
Western Assurance Company,2017,Q1,Investments,Common Shares,0
Western Assurance Company,2017,Q1,Investments,Investment Properties,0
Western Assurance Company,2017,Q1,Investments,Other Loans and Invested Assets,0
Western Assurance Company,2017,Q1,Receivables,Unaffiliated Agents and Brokers,24597
Western Assurance Company,2017,Q1,Receivables,Policyholders,2090
Western Assurance Company,2017,Q1,Receivables,Instalment Premiums,30457
Western Assurance Company,2017,Q1,Receivables,Other Insurers,0
Western Assurance Company,2017,Q1,Receivables,"Facility Association and the ""P.R.R."" ",0
Western Assurance Company,2017,Q1,Receivables,"Subsidiaries, Associates & Joint Ventures",0
Western Assurance Company,2017,Q1,Receivables,Other Receivables,1697
Western Assurance Company,2017,Q1,Receivables from Reinsurers,Unearned Premiums,71035
Western Assurance Company,2017,Q1,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,218683
Western Assurance Company,2017,Q1,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
Western Assurance Company,2017,Q1,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
Western Assurance Company,2017,Q1,Investments Accounted for Using the Equity Method,Pooled Funds,0
Western Assurance Company,2017,Q1,Property and Equipment,Property and Equipment,3069
Western Assurance Company,2017,Q1,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,35430
Western Assurance Company,2017,Q1,Current Tax Assets,Current Tax Assets,4028
Western Assurance Company,2017,Q1,Deferred Tax Assets,Deferred Tax Assets,9208
Western Assurance Company,2017,Q1,Goodwill,Goodwill,0
Western Assurance Company,2017,Q1,Intangible Assets,Intangible Assets,11319
Western Assurance Company,2017,Q1,Defined Benefit Pension Plan,Defined Benefit Pension Plan,813
Western Assurance Company,2017,Q1,Other Assets ,Other Assets ,0
Western Surety Company,2020,Q3,Cash and Cash Equivalents,Cash and Cash Equivalents,1156
Western Surety Company,2020,Q3,Investment Income Due and Accrued,Investment Income Due and Accrued,130
Western Surety Company,2020,Q3,Assets held for sale,Assets held for sale,0
Western Surety Company,2020,Q3,Investments,Short Term Investments,0
Western Surety Company,2020,Q3,Investments,Bonds and Debentures,22615
Western Surety Company,2020,Q3,Investments,Mortgage Loans,0
Western Surety Company,2020,Q3,Investments,Preferred Shares,3127
Western Surety Company,2020,Q3,Investments,Common Shares,16204
Western Surety Company,2020,Q3,Investments,Investment Properties,254
Western Surety Company,2020,Q3,Investments,Other Loans and Invested Assets,0
Western Surety Company,2020,Q3,Receivables,Unaffiliated Agents and Brokers,0
Western Surety Company,2020,Q3,Receivables,Policyholders,0
Western Surety Company,2020,Q3,Receivables,Instalment Premiums,8
Western Surety Company,2020,Q3,Receivables,Other Insurers,1344
Western Surety Company,2020,Q3,Receivables,"Facility Association and the ""P.R.R."" ",0
Western Surety Company,2020,Q3,Receivables,"Subsidiaries, Associates & Joint Ventures",2392
Western Surety Company,2020,Q3,Receivables,Other Receivables,0
Western Surety Company,2020,Q3,Receivables from Reinsurers,Unearned Premiums,6806
Western Surety Company,2020,Q3,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,10804
Western Surety Company,2020,Q3,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
Western Surety Company,2020,Q3,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
Western Surety Company,2020,Q3,Investments Accounted for Using the Equity Method,Pooled Funds,0
Western Surety Company,2020,Q3,Property and Equipment,Property and Equipment,0
Western Surety Company,2020,Q3,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,9950
Western Surety Company,2020,Q3,Current Tax Assets,Current Tax Assets,0
Western Surety Company,2020,Q3,Deferred Tax Assets,Deferred Tax Assets,0
Western Surety Company,2020,Q3,Goodwill,Goodwill,0
Western Surety Company,2020,Q3,Intangible Assets,Intangible Assets,0
Western Surety Company,2020,Q3,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
Western Surety Company,2020,Q3,Other Assets ,Other Assets ,0
Western Surety Company,2020,Q2,Cash and Cash Equivalents,Cash and Cash Equivalents,700
Western Surety Company,2020,Q2,Investment Income Due and Accrued,Investment Income Due and Accrued,141
Western Surety Company,2020,Q2,Assets held for sale,Assets held for sale,0
Western Surety Company,2020,Q2,Investments,Short Term Investments,0
Western Surety Company,2020,Q2,Investments,Bonds and Debentures,20784
Western Surety Company,2020,Q2,Investments,Mortgage Loans,0
Western Surety Company,2020,Q2,Investments,Preferred Shares,3648
Western Surety Company,2020,Q2,Investments,Common Shares,15140
Western Surety Company,2020,Q2,Investments,Investment Properties,257
Western Surety Company,2020,Q2,Investments,Other Loans and Invested Assets,0
Western Surety Company,2020,Q2,Receivables,Unaffiliated Agents and Brokers,0
Western Surety Company,2020,Q2,Receivables,Policyholders,0
Western Surety Company,2020,Q2,Receivables,Instalment Premiums,5
Western Surety Company,2020,Q2,Receivables,Other Insurers,562
Western Surety Company,2020,Q2,Receivables,"Facility Association and the ""P.R.R."" ",0
Western Surety Company,2020,Q2,Receivables,"Subsidiaries, Associates & Joint Ventures",2818
Western Surety Company,2020,Q2,Receivables,Other Receivables,0
Western Surety Company,2020,Q2,Receivables from Reinsurers,Unearned Premiums,5541
Western Surety Company,2020,Q2,Receivables from Reinsurers,Unpaid Claims and Adjustment Expenses,11094
Western Surety Company,2020,Q2,Other Recoverables on Unpaid Claims,Other Recoverables on Unpaid Claims,0
Western Surety Company,2020,Q2,Investments Accounted for Using the Equity Method,"Interests in Subsidiaries, Associates & Joint Ventures",0
Western Surety Company,2020,Q2,Investments Accounted for Using the Equity Method,Pooled Funds,0
Western Surety Company,2020,Q2,Property and Equipment,Property and Equipment,0
Western Surety Company,2020,Q2,Deferred Policy Acquisition Expenses,Deferred Policy Acquisition Expenses,9226
Western Surety Company,2020,Q2,Current Tax Assets,Current Tax Assets,0
Western Surety Company,2020,Q2,Deferred Tax Assets,Deferred Tax Assets,0
Western Surety Company,2020,Q2,Goodwill,Goodwill,0
Western Surety Company,2020,Q2,Intangible Assets,Intangible Assets,0
Western Surety Company,2020,Q2,Defined Benefit Pension Plan,Defined Benefit Pension Plan,0
Western Surety Company,2020,Q2,Other Assets ,Other Assets ,0
Western Surety Company,2020,Q1,Cash and Cash Equivalents,Cash and Cash Equivalents,1235
Western Surety Company,2020,Q1,Investment Income Due and Accrued,Investment Income Due and Accrued,126
Western Surety Company,2020,Q1,Assets held for sale,Assets held for sale,0
Western Surety Company,2020,Q1,Investments,Short Term Investments,0
Western Surety Company,2020,Q1,Investments,Bonds and Debentures,20171
Western Surety Company,2020,Q1,Investments,Mortgage Loans,0
Western Surety Company,2020,Q1,Investments,Preferred Shares,3207
Western Surety Company,2020,Q1,Investments,Common Shares,13683
Western Surety Company,2020,Q1,Investments,Investment Properties,260
Western Surety Company,2020,Q1,Investments,Other Loans and Invested Assets,0
Western Surety Company,2020,Q1,Receivables,Unaffiliated Agents and Brokers,0
Western Surety Company,2020,Q1,Receivables,Policyholders,0
Western Surety Company,2020,Q1,Receivables,Instalment Premiums,2
